"","year","tmax","tmin","af","rain","sun","location"
"48",1900,9.88,2.76,6,47.04,NA,"T01"
"49",1901,9.98,2.56,7.6,36.16,NA,"T01"
"50",1902,10,2.96,7.4,28.8,NA,"T01"
"51",1903,11.14,4.2,3.6,66.36,NA,"T01"
"52",1904,10.18,3.46,5,56.72,NA,"T01"
"53",1905,10.8,3.62,4.2,34.86,NA,"T01"
"54",1906,10.72,3.04,6.2,43.18,NA,"T01"
"55",1907,10.64,2.92,6.4,36.48,NA,"T01"
"56",1908,10.08,3.04,7.6,55.78,NA,"T01"
"57",1909,10.44,2.12,8.6,38.7,NA,"T01"
"58",1910,10.84,3.56,5.4,51.24,NA,"T01"
"59",1911,10.72,3.8,4.6,36.6,NA,"T01"
"60",1912,11.72,4.6,3.4,60.96,NA,"T01"
"61",1913,11,4.14,3.8,67.04,NA,"T01"
"62",1914,11.8,3.88,4.6,44.84,NA,"T01"
"63",1915,10.74,3.16,5,63.44,NA,"T01"
"64",1916,10.9,3.84,4,68.8,NA,"T01"
"65",1917,8.88,1.74,12,39.5,NA,"T01"
"66",1918,11.22,3.78,5.4,49.16,NA,"T01"
"67",1919,9.66,2.34,9,62.36,NA,"T01"
"68",1920,11.92,4.6,3,46.72,NA,"T01"
"69",1921,12.4,4.3,2.8,32.32,NA,"T01"
"70",1922,10.84,2.9,7.8,54.8,NA,"T01"
"71",1923,10.78,3.96,2,58.64,NA,"T01"
"72",1924,10.6,2.98,8.6,55.72,NA,"T01"
"73",1925,11.06,3.54,4.4,52.76,NA,"T01"
"74",1926,11.5,4.26,2.4,64.04,NA,"T01"
"75",1927,11.42,3.76,4.4,56.88,NA,"T01"
"76",1928,11.88,3.74,4,43.7,NA,"T01"
"77",1929,9.76,0.94,13,21.6,136.02,"T01"
"78",1930,10.46,3.5,5,45.54,90.08,"T01"
"79",1931,10.2,2.98,7.2,46.44,104.32,"T01"
"80",1932,10.18,2.96,7.6,59.48,93.12,"T01"
"81",1933,11.64,3.32,7.8,52.78,134.82,"T01"
"82",1934,10.98,2.56,7.4,34.34,125.24,"T01"
"83",1935,11.08,3.6,4,41,109.48,"T01"
"84",1936,10.44,3.04,7,43.78,103.34,"T01"
"85",1937,11.32,4.16,4.2,83.24,101.06,"T01"
"86",1938,12.28,3.74,3.4,30.06,121.24,"T01"
"87",1939,11.38,4.02,3,57.3,118.82,"T01"
"88",1940,10.16,2.18,10.2,55.5,113.54,"T01"
"89",1941,9,1.92,9.2,52.56,95.42,"T01"
"90",1942,9.36,1.84,10.8,53.88,116.06,"T01"
"91",1943,12.78,4.48,3.6,44.58,135.52,"T01"
"92",1944,12,3.54,5.4,24.06,125.78,"T01"
"93",1945,12.26,4.08,5.8,40.74,127,"T01"
"94",1946,11.34,3.32,5.6,45.74,120.4,"T01"
"95",1947,9.08,2.1,11,61.1,90.9,"T01"
"96",1948,12.66,3.96,4.2,67.4,148.22,"T01"
"97",1949,12.02,3.82,4.6,37.44,138.88,"T01"
"98",1950,11.42,3.84,4.4,50.06,116.94,"T01"
"99",1951,9.7,2.88,4.4,74.78,110.52,"T01"
"100",1952,11.54,3.88,6.4,43.72,136.2,"T01"
"101",1953,10.78,2.78,8.4,35.04,133.08,"T01"
"102",1954,10.18,2.68,7,44.1,122.32,"T01"
"103",1955,9.32,2.08,10,53.12,135.8,"T01"
"104",1956,10.08,1.88,8.8,36.96,136.84,"T01"
"105",1957,12.04,4.68,2.4,41.62,123.54,"T01"
"106",1958,10.38,3.14,7.8,54.42,112.38,"T01"
"107",1959,11.18,3.76,6.4,52.18,127.02,"T01"
"108",1960,11.12,4.2,4.4,47.22,109.06,"T01"
"109",1961,12.24,4.92,1.6,49.58,118.8,"T01"
"110",1962,9.82,2.8,6,45.34,117.54,"T01"
"111",1963,8.02,1.36,11.6,41.64,104.72,"T01"
"112",1964,10.3,4.12,4.8,46.34,95.94,"T01"
"113",1965,10.3,3.28,7.8,43.84,114.74,"T01"
"114",1966,10.42,4.16,4.4,50.26,104.38,"T01"
"115",1967,10.96,4.38,3,51.3,128.4,"T01"
"116",1968,10.06,3.32,7,43.3,118.4,"T01"
"117",1969,9.92,3.16,7,57.78,114.36,"T01"
"118",1970,10.18,3.12,7.2,52.08,125.74,"T01"
"119",1971,10.62,3.58,4.8,52.28,113.88,"T01"
"120",1972,10.5,4.02,2.2,54.02,94.52,"T01"
"121",1973,10.76,3.56,5.4,32.76,119.86,"T01"
"122",1974,11.28,3.94,2.6,43.04,109.96,"T01"
"123",1975,10.52,4.12,3,58.04,93.14,"T01"
"124",1976,11.14,3.96,6.2,21.2,108.28,"T01"
"125",1977,10.42,3.64,4.6,66.78,114.48,"T01"
"126",1978,9.94,2.96,6.8,51.96,111.4,"T01"
"127",1979,8.58,1.94,9.6,77.4,109.9,"T01"
"128",1980,10.72,3.28,5.6,39.18,124.72,"T01"
"129",1981,10.46,4.32,5,64.28,78.54,"T01"
"130",1982,11,3.52,4.2,49.74,117.02,"T01"
"131",1983,10.3,3.76,5,61.56,99.14,"T01"
"132",1984,10.1,2.86,4,48.16,116.22,"T01"
"133",1985,9.42,2.22,10,45.8,111.62,"T01"
"134",1986,8.56,2.04,7.8,54.74,124.02,"T01"
"135",1987,9.74,2.84,9.2,39.58,115.12,"T01"
"136",1988,11.22,4.36,3.2,51.02,109.34,"T01"
"137",1989,12.34,4.68,2.2,45.7,142.16,"T01"
"138",1990,13.38,5.18,1.6,43.34,163.5,"T01"
"139",1991,10.02,3.34,5.8,38.48,102.72,"T01"
"140",1992,11.74,4.62,4.6,44,117.86,"T01"
"141",1993,11.5,4.88,2.4,49.6,107.26,"T01"
"142",1994,10.94,4.52,2,64.6,126.4,"T01"
"143",1995,12.3,4.36,3.4,60.92,151.8,"T01"
"144",1996,9.82,3.04,7.8,41.68,108.62,"T01"
"145",1997,12.14,4.36,4.4,34.86,143.42,"T01"
"146",1998,12.44,5.32,3,50.94,112.02,"T01"
"147",1999,12.34,5.38,2.4,52.42,106.2,"T01"
"148",2000,11.92,4.68,3.2,62.98,126.56,"T01"
"149",2001,11.12,3.8,5.6,61.86,117.78,"T01"
"150",2002,12.94,5.2,2.2,52.52,122.7,"T01"
"151",2003,12.42,3.56,7.8,41.76,139.58,"T01"
"152",2004,12.22,4.76,4.4,50.66,117.82,"T01"
"153",2005,11.88,4.78,3.8,32.88,114.74,"T01"
"154",2006,10.9,3.88,6.4,49.98,108.34,"T01"
"155",2007,13.48,4.98,2.6,65.64,137.8,"T01"
"156",2008,12.64,4.82,3.2,68.46,127.22,"T01"
"157",2009,12.08,3.96,5.8,40.66,137.94,"T01"
"158",2010,11.3,3.14,6.4,47.58,134.92,"T01"
"159",2011,13.62,5.04,3.6,32.08,129.02,"T01"
"160",2012,12.28,4.54,4.4,55.74,128.48,"T01"
"161",2013,9.54,2.72,8.2,54.7,110.28,"T01"
"162",2014,12.78,5.3,1,83.34,129.18,"T01"
"163",2015,12,3.62,4.2,40.7,136.42,"T01"
"164",2016,12,4.12,3.2,68.98,132.48,"T01"
"165",2017,12.92,4.94,3.4,43.54,116.52,"T01"
"166",2018,11.7,4.38,4.8,60.84,123.98,"T01"
"167",2019,12.96,3.98,5.8,29.06,133.58,"T01"
"168",2020,13.94,4.82,2.4,46.18,174.8,"T01"
"169",2021,11.06,3.2,6,64.18,118.8,"T01"
"170",2022,13.38,4.86,3.4,34.38,137.42,"T01"
"171",1959,NA,NA,NA,NA,NA,"T02"
"172",1960,7.8,-0.36,12.8,NA,83.76,"T02"
"173",1961,8.58,1.24,9.8,47.52,95.68,"T02"
"174",1962,6.98,-1.02,15.4,73.56,95.8,"T02"
"175",1963,5.58,-3.04,18,67.26,100.66,"T02"
"176",1964,7.82,0.9,9.8,45.5,82.36,"T02"
"177",1965,7.12,-0.82,15,53.1,89.84,"T02"
"178",1966,6.42,-0.64,13.2,64.64,NA,"T02"
"179",1967,7.38,1,10.2,90.12,85.16,"T02"
"180",1968,6.52,-1.38,16.8,63.68,99.7,"T02"
"181",1969,5.98,-1.58,15.6,85.08,87.5,"T02"
"182",1970,6.3,-1.04,16.6,64.78,98.6,"T02"
"183",1971,8.22,0.1,13.4,56.06,99.74,"T02"
"184",1972,7.12,0.22,13.8,94.84,86.92,"T02"
"185",1973,7.42,-0.3,13.6,49.66,99.26,"T02"
"186",1974,8.82,0.52,11.2,96.24,100.9,"T02"
"187",1975,7.98,-0.12,14.2,70.08,106.58,"T02"
"188",1976,7.7,0.92,13.2,63.64,78.18,"T02"
"189",1977,6.56,-0.52,14.2,78.7,94.3,"T02"
"190",1978,6.74,-1.68,16.4,69.64,92.72,"T02"
"191",1979,5.14,-2.1,18.2,71.8,87.3,"T02"
"192",1980,7.9,-0.4,14.8,59.78,103.46,"T02"
"193",1981,8.1,-0.1,16.6,54.12,112.82,"T02"
"194",1982,7.76,-0.7,13.8,73.56,111.26,"T02"
"195",1983,6.34,0.04,14.2,93.36,68.1,"T02"
"196",1984,6.94,-0.92,16.8,85.26,99.54,"T02"
"197",1985,6.46,-1.2,16,66.76,82.92,"T02"
"198",1986,5.22,-1.44,16.6,85.28,91.4,"T02"
"199",1987,6.7,-1.1,15.8,51.78,105.14,"T02"
"200",1988,7.32,0.46,13.8,79.14,92.78,"T02"
"201",1989,8.36,1.42,10,79.44,108.84,"T02"
"202",1990,8.98,1.9,8,101.24,114.92,"T02"
"203",1991,7.6,0.22,14,61.34,NA,"T02"
"204",1992,8.68,1.12,11.2,66.26,107.22,"T02"
"205",1993,8.3,1.46,9.2,87,85.12,"T02"
"206",1994,6.4,0.04,15.6,94.24,95.12,"T02"
"207",1995,7.08,-0.22,16.8,84.36,96.8,"T02"
"208",1996,6.22,0.28,14.6,68.04,85.2,"T02"
"209",1997,8.6,1.02,11,65.32,96.3,"T02"
"210",1998,8.72,1.82,8.8,79.76,96.32,"T02"
"211",1999,8.32,1.2,10.6,66.76,101.92,"T02"
"212",2000,8.94,1.08,11.2,79.1,112.98,"T02"
"213",2001,7.22,-0.52,15.6,52.48,113.36,"T02"
"214",2002,8.72,1.3,9.4,86.8,98.1,"T02"
"215",2003,9.32,0.46,13.2,57.82,109.8,"T02"
"216",2004,8.76,0.96,11.4,71.7,97.68,"T02"
"217",2005,NA,NA,NA,NA,NA,"T02"
"218",2006,7.18,-0.32,14.4,64.62,NA,"T02"
"219",2007,9.66,1.68,10.6,70.56,NA,"T02"
"220",2008,8.4,0.14,13.6,89.36,NA,"T02"
"221",2009,8.66,0.24,13,64.8,NA,"T02"
"222",2010,6.9,-2.12,18,38.28,NA,"T02"
"223",2011,8.94,0.74,13.8,74.36,NA,"T02"
"224",2012,9.02,0.62,12.4,61.24,NA,"T02"
"225",2013,6.42,-0.82,17.4,66.96,NA,"T02"
"226",2014,8.72,1.92,9,96.6,NA,"T02"
"227",2015,7.86,0.18,13.4,68.28,NA,"T02"
"228",2016,8.02,-0.04,14,89.8,NA,"T02"
"229",2017,9.5,0.72,14.4,50.02,NA,"T02"
"230",2018,7.62,-0.22,17.2,52.56,NA,"T02"
"231",2019,8.9,0.26,11.8,78.12,NA,"T02"
"232",2020,9.22,0.58,12.6,66.28,NA,"T02"
"233",2021,7.34,-1.18,16,69.22,NA,"T02"
"234",2022,9.3,1.3,11.6,62.92,NA,"T02"
"235",1853,NA,NA,NA,NA,NA,"T03"
"236",1854,NA,NA,NA,47.38,NA,"T03"
"237",1855,NA,NA,NA,39.32,NA,"T03"
"238",1856,NA,NA,NA,50.46,NA,"T03"
"239",1857,NA,NA,NA,73.48,NA,"T03"
"240",1858,NA,NA,NA,62.98,NA,"T03"
"241",1859,NA,NA,NA,49.16,NA,"T03"
"242",1860,NA,NA,NA,57.18,NA,"T03"
"243",1861,NA,NA,NA,66.68,NA,"T03"
"244",1862,NA,NA,NA,80.02,NA,"T03"
"245",1863,NA,NA,NA,44.3,NA,"T03"
"246",1864,NA,NA,NA,47.58,NA,"T03"
"247",1865,NA,NA,NA,76.36,NA,"T03"
"248",1866,10.28,3.08,5,66.82,NA,"T03"
"249",1867,9.84,3.16,6.2,102.5,NA,"T03"
"250",1868,11.88,4.64,2.2,97.52,NA,"T03"
"251",1869,10.82,4.12,2.4,99.76,NA,"T03"
"252",1870,10.86,3.22,6,58.1,NA,"T03"
"253",1871,11.5,4.06,3.8,68.42,NA,"T03"
"254",1872,11.18,4,2.4,93.32,NA,"T03"
"255",1873,10.32,2.86,5.6,56.34,NA,"T03"
"256",1874,11.86,4.24,2,54.96,NA,"T03"
"257",1875,11.78,4.12,2.4,44.9,NA,"T03"
"258",1876,10.66,2.68,7,56.32,NA,"T03"
"259",1877,10.54,3.08,3.6,86.8,NA,"T03"
"260",1878,11.68,4.36,3.6,62.36,NA,"T03"
"261",1879,8.96,1.42,8.8,57.96,NA,"T03"
"262",1880,11.32,3.58,2.8,57.38,NA,"T03"
"263",1881,8.5,2.34,8.8,53.34,NA,"T03"
"264",1882,10.92,4.62,0.4,70.22,NA,"T03"
"265",1883,9.56,3.02,4.2,67.52,NA,"T03"
"266",1884,10.06,3.76,1.8,81.18,NA,"T03"
"267",1885,9.52,2.14,6.4,55.16,NA,"T03"
"268",1886,8.62,1.76,10.2,68.6,NA,"T03"
"269",1887,9.7,2.06,9,37.04,NA,"T03"
"270",1888,9.24,1.9,9.6,44,NA,"T03"
"271",1889,9.9,3.2,5.6,59.7,NA,"T03"
"272",1890,10.56,3.26,4.6,46.52,NA,"T03"
"273",1891,9.54,1.7,7.4,37.94,NA,"T03"
"274",1892,9.58,1.54,11,49.22,NA,"T03"
"275",1893,11.2,3.8,3.8,37.86,NA,"T03"
"276",1894,10.32,2.92,4.6,77.08,NA,"T03"
"277",1895,8.72,1.16,10.6,36.84,NA,"T03"
"278",1896,11.6,4.32,1.4,39.02,NA,"T03"
"279",1897,9.6,2.22,6.2,63.22,NA,"T03"
"280",1898,10.56,3.2,4.6,62.14,NA,"T03"
"281",1899,10.2,2.64,6.2,73.24,NA,"T03"
"282",1900,9.48,2.38,6.2,53.28,NA,"T03"
"283",1901,10.1,2.46,4.6,60.4,NA,"T03"
"284",1902,9.38,2.64,6,67.9,NA,"T03"
"285",1903,10.28,3.4,3.6,81.42,NA,"T03"
"286",1904,9.56,2.98,4,65.56,NA,"T03"
"287",1905,10.5,3.34,2.4,58.16,NA,"T03"
"288",1906,9.72,2.38,6.8,67.32,NA,"T03"
"289",1907,9.92,3.02,5.4,59.52,NA,"T03"
"290",1908,10.16,3.04,5.2,67.58,NA,"T03"
"291",1909,10.06,3.04,4.8,57.02,NA,"T03"
"292",1910,10.06,2.84,4.4,66.62,NA,"T03"
"293",1911,10.54,3.08,4.2,46.88,NA,"T03"
"294",1912,10.78,3.6,3.8,67.48,NA,"T03"
"295",1913,10.04,3.28,2.6,75.74,NA,"T03"
"296",1914,11,3.58,3.4,55.82,NA,"T03"
"297",1915,9.92,2.5,6.2,52.26,NA,"T03"
"298",1916,10.08,3,5.6,87.2,NA,"T03"
"299",1917,8.88,1.98,9.6,63.88,NA,"T03"
"300",1918,10.82,3.68,5.2,57.52,NA,"T03"
"301",1919,9.74,2.48,8.2,53.32,NA,"T03"
"302",1920,10.64,3.72,3.2,80.52,NA,"T03"
"303",1921,11.22,3.86,2.8,55.58,NA,"T03"
"304",1922,10.06,2.66,5.8,63.14,NA,"T03"
"305",1923,10.2,3.6,1.2,73.18,NA,"T03"
"306",1924,9.78,2.8,6.4,62.5,NA,"T03"
"307",1925,9.82,3.02,3.8,74.1,NA,"T03"
"308",1926,10.8,3.96,3.2,67.62,NA,"T03"
"309",1927,10.72,3.36,4,52.18,NA,"T03"
"310",1928,10.62,3.56,2.6,75.94,NA,"T03"
"311",1929,10.02,2.26,8,43.72,114.36,"T03"
"312",1930,9.54,2.42,7.6,53.04,101.52,"T03"
"313",1931,9.66,2.8,5.4,71.5,100.22,"T03"
"314",1932,10.42,2.94,5.6,52.54,107.08,"T03"
"315",1933,10.62,3.42,5.8,53.86,99.6,"T03"
"316",1934,10.2,3.14,4.2,53.86,101.18,"T03"
"317",1935,10.94,3.64,2.8,46.88,123.24,"T03"
"318",1936,9.7,2.7,8,46.32,105,"T03"
"319",1937,10.38,3.42,5.4,69.26,93.6,"T03"
"320",1938,11.48,3.88,2.8,50.98,101.76,"T03"
"321",1939,10.8,3.54,4,59.52,103.42,"T03"
"322",1940,10.24,3.16,6.2,69.42,93.18,"T03"
"323",1941,8.86,2.22,7.2,61.82,105.14,"T03"
"324",1942,10.26,2.92,5.8,73.5,124.22,"T03"
"325",1943,11.68,4.56,1.2,59.28,118.66,"T03"
"326",1944,11.7,3.96,3.6,38.2,100.2,"T03"
"327",1945,11.5,4.04,4.8,56.44,100.34,"T03"
"328",1946,11.12,3.14,4,46.86,NA,"T03"
"329",1947,8.64,2.1,9.2,73.1,93.72,"T03"
"330",1948,11.54,3.46,3.6,80.94,122.6,"T03"
"331",1949,11.74,3.98,2.8,56.46,119.54,"T03"
"332",1950,11.16,3.72,3.4,53.78,111.88,"T03"
"333",1951,9,2.14,6,59.32,116.58,"T03"
"334",1952,10.68,3.34,7.8,48.08,107.68,"T03"
"335",1953,11.14,3.18,6.2,24.78,112.8,"T03"
"336",1954,10.26,3.16,5.2,39.72,102.7,"T03"
"337",1955,9.6,1.76,9.4,49.08,128.36,"T03"
"338",1956,10.28,2.76,8.2,40.92,111.22,"T03"
"339",1957,11.54,4.02,3.6,63.94,113.4,"T03"
"340",1958,9.84,2.74,6.8,63.72,108.96,"T03"
"341",1959,11.44,3.32,5.6,49.74,129.04,"T03"
"342",1960,11.24,3.58,6.4,71.64,114.02,"T03"
"343",1961,11.68,4.38,2.4,81.2,98.86,"T03"
"344",1962,10.44,2.22,6.4,58.36,129.8,"T03"
"345",1963,8.88,1.5,11.8,67.08,113.24,"T03"
"346",1964,10.72,4.12,3.8,49.06,90.4,"T03"
"347",1965,10.04,2.76,6.4,62.68,103.02,"T03"
"348",1966,10.28,3.88,3,83.52,100.78,"T03"
"349",1967,10.74,3.5,3,67.38,106.02,"T03"
"350",1968,10.08,2.32,8.8,57.62,107.08,"T03"
"351",1969,9.22,1.88,9,73.96,98.34,"T03"
"352",1970,9.8,2.56,9.8,68.4,89.54,"T03"
"353",1971,10.68,3.42,4,52.74,92.96,"T03"
"354",1972,10.22,2.58,5.6,77.98,95.6,"T03"
"355",1973,10.3,3.14,6,59.42,88.14,"T03"
"356",1974,10.74,3.48,3.2,66.76,103.5,"T03"
"357",1975,10.74,3.22,5.2,45.2,124.82,"T03"
"358",1976,10.36,3.78,4.2,58.9,80.82,"T03"
"359",1977,9.54,2.62,6.4,68.16,106.26,"T03"
"360",1978,9.68,2.68,6.6,52.98,99.98,"T03"
"361",1979,8,1.2,11.8,65.28,98.66,"T03"
"362",1980,10.28,2.68,7.4,59.52,107.78,"T03"
"363",1981,10.7,3.7,3.4,70.34,90.46,"T03"
"364",1982,10.86,3.1,6.6,57.38,109.92,"T03"
"365",1983,9.7,2.88,6,63.52,85.44,"T03"
"366",1984,9.98,2.16,6.4,64.46,104.92,"T03"
"367",1985,9.08,2.2,9.8,48.32,95.82,"T03"
"368",1986,8.68,1.72,9.2,75.74,104.22,"T03"
"369",1987,10.2,2.4,8,42.68,87.42,"T03"
"370",1988,10.62,3.4,3.8,79.34,102.76,"T03"
"371",1989,11.44,3.58,3.2,57.16,118.44,"T03"
"372",1990,11.66,4.44,1.2,74.54,104.58,"T03"
"373",1991,10,3.18,6.6,55.94,99.12,"T03"
"374",1992,10.92,4.42,2.6,60.48,82.58,"T03"
"375",1993,10.86,4.46,2.6,71.78,75.18,"T03"
"376",1994,9.84,3.04,4.6,78.34,104.94,"T03"
"377",1995,10.62,3.52,4.8,62.3,101.22,"T03"
"378",1996,9.74,3.2,6,72.7,93.6,"T03"
"379",1997,11.36,4.36,4.2,52.38,93.76,"T03"
"380",1998,11.34,5.06,2.8,58.58,89.46,"T03"
"381",1999,11.18,4.66,3.4,61.78,103.46,"T03"
"382",2000,11.18,3.94,3.2,57.46,115.06,"T03"
"383",2001,10.42,2.76,7.4,49.8,117.96,"T03"
"384",2002,11.9,4.62,2.6,93.38,119.5,"T03"
"385",2003,11.44,3.48,6.6,59.2,121.82,"T03"
"386",2004,11.46,3.9,5.2,53.98,122.84,"T03"
"387",2005,11.3,4.06,3,60.62,103.26,"T03"
"388",2006,10.88,3.2,6,58.2,111.3,"T03"
"389",2007,12.56,4.26,3.6,51.12,137.32,"T03"
"390",2008,12.04,3.84,4.4,59.46,136.56,"T03"
"391",2009,11,3.78,5.4,57,118.66,"T03"
"392",2010,10.3,1.86,9.8,49.06,117.28,"T03"
"393",2011,11.9,4.3,3.8,54.32,128.44,"T03"
"394",2012,11.7,4.38,2.6,NA,108.26,"T03"
"395",2013,9.66,2.62,7.6,73.98,100.82,"T03"
"396",2014,11.58,4.46,1.8,77.92,99,"T03"
"397",2015,10.8,1.96,8.6,70,127.64,"T03"
"398",2016,11.14,3.38,4.8,66.74,116.48,"T03"
"399",2017,12.24,4.6,4.2,38.1,111.54,"T03"
"400",2018,10.64,3.26,5.6,72.68,111.76,"T03"
"401",2019,11.8,4.46,2.4,55.74,86.44,"T03"
"402",2020,12.18,4.02,2.2,53.4,139.62,"T03"
"403",2021,10.8,2.98,6.2,68.92,122.44,"T03"
"404",2022,11.9,4.68,2.8,64.16,120.94,"T03"
"405",1959,NA,NA,NA,NA,NA,"T04"
"406",1960,9.52,2.32,8.6,NA,119.96,"T04"
"407",1961,10.22,3.4,4,70.62,105.38,"T04"
"408",1962,8.56,1.2,8.8,73.14,111.34,"T04"
"409",1963,7.24,0.22,12.6,52.76,122.84,"T04"
"410",1964,9.12,2.86,7.4,42.72,97.36,"T04"
"411",1965,8.68,1.54,8.8,61.58,105.4,"T04"
"412",1966,8.26,2.26,8.2,59.04,96.02,"T04"
"413",1967,8.58,2.84,4.6,86.3,95.48,"T04"
"414",1968,8.4,1.38,11.2,70.04,88.3,"T04"
"415",1969,7.42,0.8,10.8,62.74,87.6,"T04"
"416",1970,8.08,1.12,11.4,61.98,109.64,"T04"
"417",1971,9.48,2.46,6.6,51.1,104.12,"T04"
"418",1972,8.88,2.58,5.2,83.08,94.66,"T04"
"419",1973,9.16,2.1,8.6,49.54,109.62,"T04"
"420",1974,10.02,2.52,5.8,84.28,114.74,"T04"
"421",1975,9.28,1.86,7.4,61.18,122.44,"T04"
"422",1976,9.04,2.92,5.8,61.06,78.9,"T04"
"423",1977,8.52,1.62,8,66.36,104.26,"T04"
"424",1978,8.38,1.58,9,75.82,97.56,"T04"
"425",1979,6.68,0.28,13,71.1,85.34,"T04"
"426",1980,8.9,1.6,9.8,47.1,105.9,"T04"
"427",1981,9.42,2.28,9.4,70.94,100.16,"T04"
"428",1982,9.92,2.18,7,68.6,NA,"T04"
"429",1983,8.44,2.2,7.2,82.38,NA,"T04"
"430",1984,8.86,1.62,7.6,56.08,NA,"T04"
"431",1985,7.98,1.36,10.2,49.08,NA,"T04"
"432",1986,7.22,1.02,11.4,51.9,NA,"T04"
"433",1987,8.42,1.24,10.8,61.1,NA,"T04"
"434",1988,9.7,2.72,6,84.06,NA,"T04"
"435",1989,10.48,3.18,3.8,81.76,NA,"T04"
"436",1990,11.08,4,2.2,111.98,NA,"T04"
"437",1991,8.92,1.98,9.8,80.6,NA,"T04"
"438",1992,10.54,3.22,5.2,68.44,NA,"T04"
"439",1993,10.24,3.3,4.8,94.66,NA,"T04"
"440",1994,8.96,2.16,5.8,95,NA,"T04"
"441",1995,9.28,2.42,8.6,84.3,NA,"T04"
"442",1996,7.98,1.88,9,58.62,NA,"T04"
"443",1997,10.2,2.66,7.6,66.46,NA,"T04"
"444",1998,10.62,4.08,4.2,71.96,NA,"T04"
"445",1999,10.16,3.42,4.8,80.44,NA,"T04"
"446",2000,10.22,3.12,5.6,78.56,NA,"T04"
"447",2001,9.12,1.22,11.2,55.56,NA,"T04"
"448",2002,10.82,2.32,7.8,103.86,NA,"T04"
"449",2003,10.64,2.34,8.2,55.92,NA,"T04"
"450",2004,10.32,3,7,58.54,NA,"T04"
"451",2005,10.06,3.34,4.4,77.12,NA,"T04"
"452",2006,8.86,2.44,7,65.54,NA,"T04"
"453",2007,11.48,3.18,6.2,64.76,NA,"T04"
"454",2008,10.68,2.52,6.8,85.46,NA,"T04"
"455",2009,9.98,2.26,7.8,56.84,NA,"T04"
"456",2010,8.8,0.44,12.6,38.76,NA,"T04"
"457",2011,10.52,2.98,6.8,70.04,NA,"T04"
"458",2012,10.28,2.52,7.4,54.4,NA,"T04"
"459",2013,7.94,1.04,14,51.82,NA,"T04"
"460",2014,10.46,3.96,3.2,106.72,NA,"T04"
"461",2015,9.26,1.92,8.2,77.04,NA,"T04"
"462",2016,9.78,2.42,8.4,79.92,NA,"T04"
"463",2017,10.54,3.26,7.2,57.24,NA,"T04"
"464",2018,9.62,2.06,9.2,61.56,NA,"T04"
"465",2019,10.8,2.5,7,71.92,NA,"T04"
"466",2020,11.3,2.92,6,94.52,NA,"T04"
"467",2021,9.32,1.34,11.2,91.68,NA,"T04"
"468",2022,11.1,3.68,5.4,61.44,NA,"T04"
"469",1951,NA,NA,NA,NA,NA,"T05"
"470",1952,11.56,5.5,NA,75.48,140.94,"T05"
"471",1953,11.72,4.26,NA,44.72,154.84,"T05"
"472",1954,10.88,4.62,NA,60.36,148.92,"T05"
"473",1955,10.1,3.54,NA,72.52,153.98,"T05"
"474",1956,10.68,3.6,NA,38.5,171.4,"T05"
"475",1957,12.62,6.5,NA,65.54,145.8,"T05"
"476",1958,10.74,5.06,NA,56.58,118.26,"T05"
"477",1959,NA,NA,NA,NA,150.76,"T05"
"478",1960,NA,NA,NA,NA,133,"T05"
"479",1961,NA,NA,NA,66.42,129.66,"T05"
"480",1962,NA,NA,NA,60.2,138.64,"T05"
"481",1963,NA,NA,NA,50.68,134.28,"T05"
"482",1964,NA,NA,NA,39.74,110.3,"T05"
"483",1965,NA,NA,NA,56.18,127.02,"T05"
"484",1966,NA,NA,NA,72.32,117.04,"T05"
"485",1967,NA,NA,NA,61.32,128.44,"T05"
"486",1968,NA,NA,NA,56.72,125.8,"T05"
"487",1969,NA,NA,NA,84.18,117.62,"T05"
"488",1970,NA,NA,NA,68.46,121.24,"T05"
"489",1971,NA,NA,NA,71.24,NA,"T05"
"490",1972,NA,NA,NA,71.94,NA,"T05"
"491",1973,NA,NA,NA,48.98,NA,"T05"
"492",1974,NA,NA,NA,70.62,NA,"T05"
"493",1980,NA,NA,NA,NA,NA,"T05"
"494",1981,NA,NA,NA,74.26,NA,"T05"
"495",1982,NA,NA,NA,60.6,NA,"T05"
"496",1983,NA,NA,NA,75.9,NA,"T05"
"497",1984,NA,NA,NA,54.5,NA,"T05"
"498",1985,NA,NA,NA,60.08,NA,"T05"
"499",1986,NA,NA,NA,54.16,NA,"T05"
"500",1987,10.46,3.8,5.6,52.74,NA,"T05"
"501",1988,11.94,5.18,1.6,84.06,NA,"T05"
"502",1989,12.72,5.1,2,59.24,NA,"T05"
"503",1990,13.44,5.88,1.2,74.5,NA,"T05"
"504",1991,10.88,3.82,5.8,69.62,NA,"T05"
"505",1992,12,4.92,4.6,48.6,NA,"T05"
"506",1993,11.92,5.5,2,52.82,NA,"T05"
"507",1994,11.5,5.24,2.4,88.26,NA,"T05"
"508",1995,NA,NA,NA,NA,NA,"T05"
"509",1996,10.58,4.08,4.2,66.84,NA,"T05"
"510",1997,12.28,5.06,2.8,41.8,NA,"T05"
"511",1998,12.68,5.9,2.2,73.6,NA,"T05"
"512",1999,12.34,6.24,1.6,71.76,NA,"T05"
"513",2000,12.02,5.36,2,79.56,NA,"T05"
"514",2001,11.54,4.9,3.8,68.84,NA,"T05"
"515",2002,12.62,6.04,1.4,85.72,NA,"T05"
