SITECODE,LCODE,FROMDATE,SDATE,FIELDNAME,VALUE
T11,1,NA,13-Apr-05,PHAQCU,NA
T11,1,NA,13-Apr-05,PO4P,0.004
T11,1,NA,13-Apr-05,POTASSIUM,0.182
T11,1,NA,13-Apr-05,SO4S,0.567
T11,1,NA,13-Apr-05,SODIUM,3.51
T11,1,NA,13-Apr-05,TOTALN,0.2
T11,2,06-Apr-05,13-Apr-05,DEPTH,16.6
T11,2,06-Apr-05,13-Apr-05,MAXTMP,NA
T11,2,06-Apr-05,13-Apr-05,MINTMP,NA
T11,2,06-Apr-05,13-Apr-05,NEWMASS,NA
T05,1,06-Apr-05,13-Apr-05,NEWMASS,NA
T05,1,06-Apr-05,13-Apr-05,PERCDEAD,NA
T05,1,06-Apr-05,13-Apr-05,SURFAREA,NA
T05,1,07-Apr-05,13-Apr-05,DEPTH,17
T05,1,07-Apr-05,13-Apr-05,MAXTMP,NA
T05,1,07-Apr-05,13-Apr-05,MINTMP,NA
T05,1,NA,13-Apr-05,PH1,6
T05,1,NA,13-Apr-05,PH2,6
T05,1,NA,13-Apr-05,PH3,6.2
T11,1,06-Apr-05,13-Apr-05,DEPTH,54.2
T11,1,06-Apr-05,13-Apr-05,MAXTMP,NA
T11,1,06-Apr-05,13-Apr-05,MINTMP,NA
T11,1,06-Apr-05,13-Apr-05,NEWMASS,NA
T11,1,06-Apr-05,13-Apr-05,PERCDEAD,80
T11,1,06-Apr-05,13-Apr-05,SURFAREA,0.1
T11,1,NA,13-Apr-05,ALKY,2.81
T11,1,NA,13-Apr-05,ALUMINIUM,0.022
T11,1,NA,13-Apr-05,CALCIUM,1.5
T11,1,NA,13-Apr-05,CHLORIDE,6.1
T04,6,NA,13-Apr-05,TOTALP,NA
T04,6,NA,13-Apr-05,ALKY,NA
T04,6,NA,13-Apr-05,ALUMINIUM,NA
T04,6,NA,13-Apr-05,CALCIUM,NA
T04,6,NA,13-Apr-05,CHLORIDE,NA
T04,6,NA,13-Apr-05,COLOUR,NA
T04,6,NA,13-Apr-05,CONDY,29.5
T04,6,NA,13-Apr-05,DOC,NA
T04,6,NA,13-Apr-05,IRON,NA
T04,6,NA,13-Apr-05,MAGNESIUM,NA
T04,6,NA,13-Apr-05,NH4N,NA
T04,6,NA,13-Apr-05,NO3N,NA
T04,6,NA,13-Apr-05,PH,4.78
T04,6,NA,13-Apr-05,PH1,4.8
T04,6,NA,13-Apr-05,PH2,NA
T04,6,NA,13-Apr-05,PH3,NA
T04,6,NA,13-Apr-05,PHAQCS,4.06
T04,6,NA,13-Apr-05,PHAQCU,4.1
T04,6,NA,13-Apr-05,PO4P,NA
T04,6,NA,13-Apr-05,POTASSIUM,NA
T04,6,NA,13-Apr-05,Q1,106
T04,6,NA,13-Apr-05,SO4S,NA
T04,6,NA,13-Apr-05,SODIUM,NA
T04,6,NA,13-Apr-05,SPAWNDATE,13-Apr-05
T04,6,NA,13-Apr-05,TOTALN,NA
T04,5,NA,13-Apr-05,ALKY,NA
T04,5,NA,13-Apr-05,ALUMINIUM,NA
T04,5,NA,13-Apr-05,CALCIUM,NA
T04,5,NA,13-Apr-05,CHLORIDE,NA
T04,5,NA,13-Apr-05,SODIUM,NA
T04,5,NA,13-Apr-05,TOTALN,NA
T04,5,NA,13-Apr-05,TOTALP,NA
T04,6,06-Apr-05,13-Apr-05,DEPTH,90.4
T04,6,06-Apr-05,13-Apr-05,MAXTMP,9.8
T04,6,06-Apr-05,13-Apr-05,MINTMP,4.8
T04,6,06-Apr-05,13-Apr-05,NEWMASS,13
T04,6,06-Apr-05,13-Apr-05,PERCDEAD,0
T04,6,06-Apr-05,13-Apr-05,SURFAREA,0.1
T04,5,06-Apr-05,13-Apr-05,DEPTH,97.6
T04,5,06-Apr-05,13-Apr-05,MAXTMP,13.7
T04,5,06-Apr-05,13-Apr-05,MINTMP,6.9
T04,5,06-Apr-05,13-Apr-05,NEWMASS,2
T04,5,06-Apr-05,13-Apr-05,PERCDEAD,10
T04,5,06-Apr-05,13-Apr-05,SURFAREA,1.1
T04,5,NA,13-Apr-05,COLOUR,NA
T04,5,NA,13-Apr-05,CONDY,57.6
T04,5,NA,13-Apr-05,DOC,NA
T04,5,NA,13-Apr-05,IRON,NA
T04,5,NA,13-Apr-05,MAGNESIUM,NA
T04,5,NA,13-Apr-05,NH4N,NA
T04,5,NA,13-Apr-05,NO3N,NA
T04,5,NA,13-Apr-05,PH,6.85
T04,5,NA,13-Apr-05,PH1,6.9
T04,5,NA,13-Apr-05,PH2,NA
T04,5,NA,13-Apr-05,PH3,NA
T04,5,NA,13-Apr-05,PHAQCS,4.06
T04,5,NA,13-Apr-05,PHAQCU,4.1
T04,5,NA,13-Apr-05,PO4P,NA
T04,5,NA,13-Apr-05,POTASSIUM,NA
T04,5,NA,13-Apr-05,Q1,106
T04,5,NA,13-Apr-05,Q2,173
T04,5,NA,13-Apr-05,Q3,999
T04,5,NA,13-Apr-05,SO4S,NA
T02,2,NA,15-Apr-05,PH1,5.7
T02,2,NA,15-Apr-05,PH2,4.4
T02,2,NA,15-Apr-05,PH3,5.7
T02,2,NA,15-Apr-05,Q1,999
T02,2,11-Apr-05,15-Apr-05,SURFAREA,0.2
T02,2,11-Apr-05,15-Apr-05,MAXTMP,13
T02,2,11-Apr-05,15-Apr-05,MINTMP,3
T02,2,11-Apr-05,15-Apr-05,NEWMASS,0
T02,2,11-Apr-05,15-Apr-05,PERCDEAD,95
T02,2,11-Apr-05,15-Apr-05,DEPTH,76
T01,1,NA,18-Apr-05,PH1,6.7
T01,1,NA,18-Apr-05,PH2,6.8
T01,1,NA,18-Apr-05,PH3,6.9
T01,1,11-Apr-05,18-Apr-05,DEPTH,6
T01,1,11-Apr-05,18-Apr-05,SURFAREA,0
T01,1,11-Apr-05,18-Apr-05,MINTMP,7
T01,1,11-Apr-05,18-Apr-05,NEWMASS,0
T01,1,11-Apr-05,18-Apr-05,PERCDEAD,0
T01,1,11-Apr-05,18-Apr-05,MAXTMP,11
T05,1,NA,20-Apr-05,PH1,6.1
T05,1,NA,20-Apr-05,PH2,6.2
T05,1,NA,20-Apr-05,PH3,6.1
T11,1,13-Apr-05,20-Apr-05,DEPTH,53.5
T11,1,13-Apr-05,20-Apr-05,MAXTMP,NA
T11,1,13-Apr-05,20-Apr-05,MINTMP,NA
T11,1,13-Apr-05,20-Apr-05,NEWMASS,NA
T11,1,13-Apr-05,20-Apr-05,PERCDEAD,85
T11,1,13-Apr-05,20-Apr-05,SURFAREA,0.1
T04,6,NA,20-Apr-05,ALKY,NA
T04,6,NA,20-Apr-05,ALUMINIUM,NA
T04,6,NA,20-Apr-05,CALCIUM,NA
T04,6,NA,20-Apr-05,CHLORIDE,NA
T04,6,NA,20-Apr-05,COLOUR,NA
T04,6,NA,20-Apr-05,CONDY,25.1
T04,6,NA,20-Apr-05,DOC,NA
T04,6,NA,20-Apr-05,IRON,NA
T04,6,NA,20-Apr-05,MAGNESIUM,NA
T04,6,NA,20-Apr-05,NH4N,NA
T04,6,NA,20-Apr-05,NO3N,NA
T04,6,NA,20-Apr-05,PH,4.7
T04,6,NA,20-Apr-05,PH1,4.7
T04,6,NA,20-Apr-05,PH2,NA
T04,6,NA,20-Apr-05,PH3,NA
T04,6,NA,20-Apr-05,PHAQCS,4.03
T04,5,NA,20-Apr-05,ALKY,NA
T04,5,NA,20-Apr-05,ALUMINIUM,NA
T04,5,NA,20-Apr-05,CALCIUM,NA
T04,5,NA,20-Apr-05,CHLORIDE,NA
T04,5,NA,20-Apr-05,COLOUR,NA
T04,5,NA,20-Apr-05,CONDY,56.4
T04,5,NA,20-Apr-05,DOC,NA
T04,5,NA,20-Apr-05,IRON,NA
T04,5,NA,20-Apr-05,MAGNESIUM,NA
T04,5,NA,20-Apr-05,NH4N,NA
T04,5,NA,20-Apr-05,NO3N,NA
T04,5,NA,20-Apr-05,PH,7.6
T04,5,NA,20-Apr-05,PH1,7.6
T04,5,NA,20-Apr-05,PH2,NA
