SITECODE,LCODE,FROMDATE,SDATE,FIELDNAME,VALUE
T05,1,NA,11-Jan-95,CHLORIDE,NA
T05,1,NA,11-Jan-95,CONDY,NA
T05,1,NA,11-Jan-95,DEPTH,17.5
T05,1,NA,11-Jan-95,DOC,NA
T05,1,NA,11-Jan-95,IRON,NA
T05,1,NA,11-Jan-95,MAGNESIUM,NA
T05,1,NA,11-Jan-95,MAXTMP,9
T05,1,NA,11-Jan-95,MINTMP,2
T05,1,NA,11-Jan-95,NH4N,NA
T05,1,NA,11-Jan-95,NO3N,NA
T05,1,NA,11-Jan-95,PH,5.83
T05,1,NA,11-Jan-95,PH1,5.8
T05,1,NA,11-Jan-95,PHAQCS,NA
T05,1,NA,11-Jan-95,PHAQCU,NA
T05,1,NA,11-Jan-95,PO4P,NA
T05,1,NA,11-Jan-95,POTASSIUM,NA
T05,1,NA,11-Jan-95,SO4S,NA
T05,1,NA,11-Jan-95,SODIUM,NA
T05,1,NA,11-Jan-95,ALUMINIUM,NA
T05,1,NA,18-Jan-95,PH,6.57
T05,1,11-Jan-95,18-Jan-95,MINTMP,3
T05,1,NA,18-Jan-95,PHAQCS,NA
T05,1,NA,18-Jan-95,PHAQCU,NA
T05,1,NA,18-Jan-95,PO4P,NA
T05,1,NA,18-Jan-95,POTASSIUM,NA
T05,1,NA,18-Jan-95,SO4S,NA
T05,1,NA,18-Jan-95,SODIUM,NA
T05,1,NA,18-Jan-95,TOTALN,NA
T05,1,NA,18-Jan-95,ALKY,NA
T05,1,NA,18-Jan-95,ALUMINIUM,NA
T05,1,NA,18-Jan-95,CALCIUM,NA
T05,1,NA,18-Jan-95,CHLORIDE,NA
T05,1,NA,18-Jan-95,CONDY,NA
T05,1,NA,18-Jan-95,DOC,NA
T05,1,NA,18-Jan-95,IRON,NA
T05,1,NA,18-Jan-95,MAGNESIUM,NA
T05,1,NA,18-Jan-95,NH4N,NA
T05,1,NA,18-Jan-95,NO3N,NA
T05,1,11-Jan-95,18-Jan-95,DEPTH,19
T05,1,11-Jan-95,18-Jan-95,MAXTMP,9
T05,1,NA,18-Jan-95,PH1,6.6
T05,1,NA,24-Jan-95,NEWMASS,0
T05,1,NA,24-Jan-95,SURFAREA,0
T05,1,NA,24-Jan-95,PERCDEAD,0
T05,1,NA,25-Jan-95,ALKY,NA
T05,1,24-Jan-95,25-Jan-95,SURFAREA,NA
T05,1,NA,25-Jan-95,CALCIUM,NA
T05,1,NA,25-Jan-95,CHLORIDE,NA
T05,1,NA,25-Jan-95,CONDY,NA
T05,1,NA,25-Jan-95,DOC,NA
T05,1,NA,25-Jan-95,IRON,NA
T05,1,NA,25-Jan-95,MAGNESIUM,NA
T05,1,NA,25-Jan-95,NH4N,NA
T05,1,NA,25-Jan-95,NO3N,NA
T05,1,NA,25-Jan-95,PH,5.69
T05,1,NA,25-Jan-95,PH1,5.7
T05,1,NA,25-Jan-95,PHAQCS,NA
T05,1,NA,25-Jan-95,PHAQCU,NA
T05,1,NA,25-Jan-95,PO4P,NA
T05,1,NA,25-Jan-95,POTASSIUM,NA
T05,1,NA,25-Jan-95,SO4S,NA
T05,1,NA,25-Jan-95,SODIUM,NA
T05,1,NA,25-Jan-95,SPAWNDATE,25-Jan-95
T05,1,NA,25-Jan-95,TOTALN,NA
T05,1,18-Jan-95,25-Jan-95,DEPTH,20
T05,1,18-Jan-95,25-Jan-95,MAXTMP,9
T05,1,18-Jan-95,25-Jan-95,MINTMP,2
T05,1,24-Jan-95,25-Jan-95,NEWMASS,9
T05,1,24-Jan-95,25-Jan-95,PERCDEAD,0
T05,1,NA,25-Jan-95,ALUMINIUM,NA
T05,1,NA,26-Jan-95,Q1,173
T05,1,25-Jan-95,26-Jan-95,SURFAREA,NA
T05,1,25-Jan-95,26-Jan-95,PERCDEAD,0
T05,1,25-Jan-95,26-Jan-95,NEWMASS,75
T05,1,26-Jan-95,27-Jan-95,NEWMASS,0
T05,1,26-Jan-95,27-Jan-95,SURFAREA,NA
T05,1,26-Jan-95,27-Jan-95,PERCDEAD,0
T05,1,NA,28-Jan-95,Q1,173
T05,1,27-Jan-95,28-Jan-95,SURFAREA,NA
T05,1,27-Jan-95,28-Jan-95,PERCDEAD,0
T05,1,27-Jan-95,28-Jan-95,NEWMASS,25
T05,1,28-Jan-95,29-Jan-95,NEWMASS,0
T05,1,28-Jan-95,29-Jan-95,SURFAREA,2
T05,1,28-Jan-95,29-Jan-95,PERCDEAD,0
T05,1,NA,30-Jan-95,Q1,172
T05,1,29-Jan-95,30-Jan-95,SURFAREA,4
T05,1,29-Jan-95,30-Jan-95,PERCDEAD,0
T05,1,29-Jan-95,30-Jan-95,NEWMASS,NA
T05,1,NA,31-Jan-95,Q1,172
T05,1,30-Jan-95,31-Jan-95,SURFAREA,NA
T05,1,30-Jan-95,31-Jan-95,PERCDEAD,0
T05,1,30-Jan-95,31-Jan-95,NEWMASS,NA
T05,1,NA,01-Feb-95,IRON,NA
T05,1,NA,01-Feb-95,CONDY,NA
T05,1,NA,01-Feb-95,CHLORIDE,NA
T05,1,NA,01-Feb-95,CALCIUM,NA
T05,1,NA,01-Feb-95,ALUMINIUM,NA
T05,1,NA,01-Feb-95,ALKY,NA
T05,1,NA,01-Feb-95,TOTALN,NA
T05,1,NA,01-Feb-95,SODIUM,NA
T05,1,NA,01-Feb-95,SO4S,NA
T05,1,NA,01-Feb-95,Q1,172
T05,1,NA,01-Feb-95,POTASSIUM,NA
T05,1,NA,01-Feb-95,PO4P,NA
T05,1,NA,01-Feb-95,PHAQCU,NA
T05,1,NA,01-Feb-95,PHAQCS,NA
T05,1,NA,01-Feb-95,PH1,6.2
T05,1,NA,01-Feb-95,PH,6.21
T05,1,NA,01-Feb-95,NO3N,NA
T05,1,NA,01-Feb-95,NH4N,NA
T05,1,NA,01-Feb-95,MAGNESIUM,NA
T05,1,NA,01-Feb-95,DOC,NA
T05,1,25-Jan-95,01-Feb-95,MINTMP,4
T05,1,31-Jan-95,01-Feb-95,NEWMASS,NA
T05,1,31-Jan-95,01-Feb-95,PERCDEAD,0
T05,1,31-Jan-95,01-Feb-95,SURFAREA,5
T05,1,25-Jan-95,01-Feb-95,DEPTH,21
T05,1,25-Jan-95,01-Feb-95,MAXTMP,10
T05,1,01-Feb-95,08-Feb-95,MAXTMP,10
T05,1,01-Feb-95,08-Feb-95,MINTMP,5
T05,1,01-Feb-95,08-Feb-95,NEWMASS,NA
T05,1,NA,08-Feb-95,Q1,172
T05,1,01-Feb-95,08-Feb-95,PERCDEAD,5
T05,1,NA,08-Feb-95,PH1,6
T05,1,01-Feb-95,08-Feb-95,DEPTH,19
T05,1,01-Feb-95,08-Feb-95,SURFAREA,7.8
T05,1,NA,10-Feb-95,HATCHDATE,10-Feb-95
T05,1,08-Feb-95,15-Feb-95,MAXTMP,10
T05,1,08-Feb-95,15-Feb-95,MINTMP,5
T05,1,NA,15-Feb-95,PH1,6.4
T05,1,08-Feb-95,15-Feb-95,DEPTH,20.5
T05,1,15-Feb-95,22-Feb-95,DEPTH,20
T05,1,15-Feb-95,22-Feb-95,MAXTMP,10
T05,1,15-Feb-95,22-Feb-95,MINTMP,4
T01,1,24-Feb-95,27-Feb-95,NEWMASS,0
T01,1,24-Feb-95,27-Feb-95,SURFAREA,0
T01,1,24-Feb-95,27-Feb-95,PERCDEAD,0
T09,1,NA,28-Feb-95,CONGDATE,28-Feb-95
T05,1,22-Feb-95,01-Mar-95,DEPTH,20.5
T05,1,22-Feb-95,01-Mar-95,MINTMP,3
T05,1,22-Feb-95,01-Mar-95,MAXTMP,10
T01,1,27-Feb-95,03-Mar-95,NEWMASS,1
T01,1,NA,03-Mar-95,SPAWNDATE,03-Mar-95
T01,1,27-Feb-95,03-Mar-95,SURFAREA,0.2
T01,1,27-Feb-95,03-Mar-95,PERCDEAD,0
T01,1,27-Feb-95,06-Mar-95,DEPTH,27
T01,1,27-Feb-95,06-Mar-95,MAXTMP,9
T01,1,27-Feb-95,06-Mar-95,MINTMP,3
T01,1,03-Mar-95,06-Mar-95,NEWMASS,1
T01,1,NA,06-Mar-95,PH3,7
T01,1,03-Mar-95,06-Mar-95,SURFAREA,0.2
T01,1,NA,06-Mar-95,PH1,6.9
T01,1,NA,06-Mar-95,PH2,7.2
T01,1,03-Mar-95,06-Mar-95,PERCDEAD,0
T05,1,01-Mar-95,08-Mar-95,DEPTH,20
T05,1,01-Mar-95,08-Mar-95,MINTMP,3
T05,1,01-Mar-95,08-Mar-95,MAXTMP,10
T01,1,06-Mar-95,10-Mar-95,NEWMASS,1
T01,1,06-Mar-95,10-Mar-95,SURFAREA,0.3
T01,1,06-Mar-95,10-Mar-95,PERCDEAD,0
T06,1,NA,11-Mar-95,NEWMASS,1
T06,1,NA,11-Mar-95,SURFAREA,NA
T06,1,NA,11-Mar-95,SPAWNDATE,11-Mar-95
T06,1,NA,11-Mar-95,PERCDEAD,NA
T06,1,11-Mar-95,12-Mar-95,NEWMASS,2
T06,1,11-Mar-95,12-Mar-95,SURFAREA,NA
T06,1,11-Mar-95,12-Mar-95,PERCDEAD,NA
T06,1,NA,13-Mar-95,DEPTH,12.5
T01,1,NA,13-Mar-95,PH3,6.7
T06,1,NA,13-Mar-95,MINTMP,5.5
T06,1,NA,13-Mar-95,PH1,7.6
T06,1,NA,13-Mar-95,PH2,7.7
T06,1,NA,13-Mar-95,PH3,7.8
T06,1,12-Mar-95,13-Mar-95,NEWMASS,0
T06,1,12-Mar-95,13-Mar-95,PERCDEAD,0
T06,1,12-Mar-95,13-Mar-95,SURFAREA,0
T03,1,NA,13-Mar-95,NEWMASS,0
T03,1,NA,13-Mar-95,PERCDEAD,0
T03,1,NA,13-Mar-95,SURFAREA,0
T01,1,06-Mar-95,13-Mar-95,DEPTH,25
T01,1,06-Mar-95,13-Mar-95,MAXTMP,6
T01,1,06-Mar-95,13-Mar-95,MINTMP,4
T01,1,10-Mar-95,13-Mar-95,NEWMASS,0
T01,1,10-Mar-95,13-Mar-95,PERCDEAD,0
T01,1,10-Mar-95,13-Mar-95,SURFAREA,0.3
T01,1,NA,13-Mar-95,PH1,6.8
T01,1,NA,13-Mar-95,PH2,6.8
T06,1,NA,13-Mar-95,MAXTMP,19
T03,1,NA,14-Mar-95,Q1,172
T03,1,13-Mar-95,14-Mar-95,SURFAREA,4.5
T03,1,13-Mar-95,14-Mar-95,PERCDEAD,0
T03,1,13-Mar-95,14-Mar-95,NEWMASS,NA
T05,1,NA,15-Mar-95,CONDY,NA
T03,1,14-Mar-95,15-Mar-95,PERCDEAD,0
T05,1,NA,15-Mar-95,IRON,NA
T05,1,NA,15-Mar-95,MAGNESIUM,NA
T05,1,NA,15-Mar-95,NH4N,NA
T05,1,NA,15-Mar-95,NO3N,NA
T05,1,NA,15-Mar-95,PH,6.24
T05,1,NA,15-Mar-95,PH1,6.2
T05,1,NA,15-Mar-95,PHAQCS,NA
T05,1,NA,15-Mar-95,PHAQCU,NA
T05,1,NA,15-Mar-95,PO4P,NA
T05,1,NA,15-Mar-95,POTASSIUM,NA
T05,1,NA,15-Mar-95,SO4S,NA
T05,1,NA,15-Mar-95,SODIUM,NA
T05,1,NA,15-Mar-95,TOTALN,NA
T03,1,14-Mar-95,15-Mar-95,SURFAREA,5.6
T03,1,NA,15-Mar-95,DEPTH,10
T03,1,NA,15-Mar-95,MAXTMP,12
T03,1,NA,15-Mar-95,MINTMP,0
T03,1,NA,15-Mar-95,PH1,5.5
T03,1,NA,15-Mar-95,PH2,5.6
T03,1,NA,15-Mar-95,PH3,5.7
T03,1,NA,15-Mar-95,Q1,172
T03,1,NA,15-Mar-95,SPAWNDATE,15-Mar-95
T05,1,08-Mar-95,15-Mar-95,DEPTH,18
T05,1,08-Mar-95,15-Mar-95,MAXTMP,10
T05,1,08-Mar-95,15-Mar-95,MINTMP,3
T05,1,NA,15-Mar-95,ALKY,NA
T05,1,NA,15-Mar-95,ALUMINIUM,NA
T05,1,NA,15-Mar-95,CALCIUM,NA
T05,1,NA,15-Mar-95,CHLORIDE,NA
T03,1,14-Mar-95,15-Mar-95,NEWMASS,NA
T05,1,NA,15-Mar-95,DOC,NA
T09,1,NA,16-Mar-95,NEWMASS,1
T09,1,NA,16-Mar-95,PERCDEAD,0
T09,1,NA,16-Mar-95,SPAWNDATE,16-Mar-95
T09,1,NA,16-Mar-95,SURFAREA,0.2
T06,1,13-Mar-95,16-Mar-95,SURFAREA,0.1
T06,1,13-Mar-95,16-Mar-95,MAXTMP,NA
T06,1,13-Mar-95,16-Mar-95,MINTMP,NA
T06,1,13-Mar-95,16-Mar-95,NEWMASS,3
T06,1,13-Mar-95,16-Mar-95,PERCDEAD,0
T06,1,13-Mar-95,16-Mar-95,DEPTH,NA
T09,1,16-Mar-95,17-Mar-95,NEWMASS,1
T09,1,16-Mar-95,17-Mar-95,PERCDEAD,0
T09,1,16-Mar-95,17-Mar-95,SURFAREA,0.5
T03,1,15-Mar-95,17-Mar-95,NEWMASS,0
T01,1,13-Mar-95,17-Mar-95,SURFAREA,0.3
T03,1,15-Mar-95,17-Mar-95,SURFAREA,5.6
T03,1,NA,17-Mar-95,Q1,172
T01,1,13-Mar-95,17-Mar-95,NEWMASS,0
T01,1,13-Mar-95,17-Mar-95,PERCDEAD,50
T03,1,15-Mar-95,17-Mar-95,PERCDEAD,0
T03,1,17-Mar-95,18-Mar-95,NEWMASS,0
T03,1,NA,18-Mar-95,Q1,172
T03,1,17-Mar-95,18-Mar-95,SURFAREA,5.6
T03,1,17-Mar-95,18-Mar-95,PERCDEAD,5
T09,1,17-Mar-95,20-Mar-95,NEWMASS,1
T09,1,17-Mar-95,20-Mar-95,PERCDEAD,10
T09,1,17-Mar-95,20-Mar-95,SURFAREA,1
T09,1,NA,20-Mar-95,Q1,171
T01,1,17-Mar-95,20-Mar-95,SURFAREA,0.2
T01,1,13-Mar-95,20-Mar-95,DEPTH,25
T01,1,13-Mar-95,20-Mar-95,MAXTMP,14
T01,1,13-Mar-95,20-Mar-95,MINTMP,5
T01,1,17-Mar-95,20-Mar-95,NEWMASS,0
T01,1,NA,20-Mar-95,PH1,6.8
T01,1,NA,20-Mar-95,PH2,6.6
T01,1,NA,20-Mar-95,PH3,6.7
T01,1,17-Mar-95,20-Mar-95,PERCDEAD,70
T09,1,NA,22-Mar-95,DEPTH,15
T03,1,NA,22-Mar-95,Q1,172
T09,1,NA,22-Mar-95,MINTMP,3
T09,1,NA,22-Mar-95,PH1,7.3
T09,1,NA,22-Mar-95,PH2,7.4
T09,1,NA,22-Mar-95,PH3,7.5
T09,1,NA,22-Mar-95,Q1,171
T05,1,NA,22-Mar-95,ALKY,NA
T05,1,NA,22-Mar-95,ALUMINIUM,NA
T05,1,NA,22-Mar-95,CALCIUM,NA
T05,1,NA,22-Mar-95,CHLORIDE,NA
T05,1,NA,22-Mar-95,CONDY,NA
T05,1,NA,22-Mar-95,DOC,NA
T05,1,NA,22-Mar-95,IRON,NA
T05,1,NA,22-Mar-95,MAGNESIUM,NA
T05,1,NA,22-Mar-95,NH4N,NA
T05,1,NA,22-Mar-95,NO3N,NA
T05,1,NA,22-Mar-95,PH,6.38
T05,1,NA,22-Mar-95,PH1,6.4
T05,1,NA,22-Mar-95,PHAQCS,NA
T05,1,NA,22-Mar-95,PHAQCU,NA
T05,1,NA,22-Mar-95,PO4P,NA
T05,1,NA,22-Mar-95,POTASSIUM,NA
T05,1,NA,22-Mar-95,SO4S,NA
T05,1,NA,22-Mar-95,SODIUM,NA
T05,1,NA,22-Mar-95,TOTALN,NA
T03,1,15-Mar-95,22-Mar-95,DEPTH,10
T03,1,15-Mar-95,22-Mar-95,MAXTMP,7
T03,1,15-Mar-95,22-Mar-95,MINTMP,4
T03,1,18-Mar-95,22-Mar-95,NEWMASS,0
T03,1,18-Mar-95,22-Mar-95,PERCDEAD,5
T03,1,18-Mar-95,22-Mar-95,SURFAREA,5.6
T05,1,15-Mar-95,22-Mar-95,DEPTH,18
T05,1,15-Mar-95,22-Mar-95,MAXTMP,10
T05,1,15-Mar-95,22-Mar-95,MINTMP,4
T03,1,NA,22-Mar-95,PH1,6.3
T03,1,NA,22-Mar-95,PH2,6.1
T03,1,NA,22-Mar-95,PH3,5.9
T09,1,NA,22-Mar-95,MAXTMP,9
T06,1,16-Mar-95,23-Mar-95,MAXTMP,22
T06,1,16-Mar-95,23-Mar-95,MINTMP,11
T06,1,16-Mar-95,23-Mar-95,NEWMASS,1
T06,1,16-Mar-95,23-Mar-95,PERCDEAD,0
T06,1,16-Mar-95,23-Mar-95,DEPTH,14.5
T06,1,NA,23-Mar-95,PH1,7.6
T06,1,NA,23-Mar-95,PH2,8
T06,1,NA,23-Mar-95,PH3,8
T06,1,16-Mar-95,23-Mar-95,SURFAREA,0.1
T01,1,20-Mar-95,24-Mar-95,NEWMASS,0
T01,1,20-Mar-95,24-Mar-95,SURFAREA,0.2
T01,1,20-Mar-95,24-Mar-95,PERCDEAD,90
T01,1,20-Mar-95,27-Mar-95,DEPTH,25
T01,1,20-Mar-95,27-Mar-95,MAXTMP,5
T01,1,20-Mar-95,27-Mar-95,MINTMP,4
T01,1,24-Mar-95,27-Mar-95,NEWMASS,0
T01,1,NA,27-Mar-95,PH3,7.5
T01,1,24-Mar-95,27-Mar-95,SURFAREA,0.1
T01,1,NA,27-Mar-95,HATCHDATE,27-Mar-95
T01,1,NA,27-Mar-95,PH1,7
T01,1,NA,27-Mar-95,PH2,7.4
T01,1,24-Mar-95,27-Mar-95,PERCDEAD,95
T09,1,20-Mar-95,28-Mar-95,NEWMASS,0
T09,1,NA,28-Mar-95,Q1,171
T09,1,20-Mar-95,28-Mar-95,SURFAREA,1
T09,1,20-Mar-95,28-Mar-95,PERCDEAD,20
T06,1,23-Mar-95,29-Mar-95,DEPTH,14
T03,1,NA,29-Mar-95,Q1,172
T06,1,23-Mar-95,29-Mar-95,MINTMP,9
T06,1,23-Mar-95,29-Mar-95,NEWMASS,0
T06,1,23-Mar-95,29-Mar-95,PERCDEAD,0
T06,1,23-Mar-95,29-Mar-95,SURFAREA,0.2
T09,1,22-Mar-95,29-Mar-95,DEPTH,15
T09,1,22-Mar-95,29-Mar-95,MAXTMP,14
T09,1,22-Mar-95,29-Mar-95,MINTMP,5
T06,1,NA,29-Mar-95,PH1,7.5
T06,1,NA,29-Mar-95,PH2,7.8
T06,1,NA,29-Mar-95,PH3,7.9
T09,1,NA,29-Mar-95,PH1,7.6
T09,1,NA,29-Mar-95,PH2,7.4
T09,1,NA,29-Mar-95,PH3,7.4
T05,1,NA,29-Mar-95,NO3N,0.051
T05,1,NA,29-Mar-95,PH,6.37
T05,1,NA,29-Mar-95,PH1,6.4
T05,1,NA,29-Mar-95,PHAQCS,NA
T05,1,NA,29-Mar-95,PHAQCU,NA
T05,1,NA,29-Mar-95,PO4P,0
T05,1,NA,29-Mar-95,POTASSIUM,0.358
T05,1,NA,29-Mar-95,SO4S,0.493
T05,1,NA,29-Mar-95,SODIUM,7.694
T05,1,NA,29-Mar-95,TOTALN,NA
T05,1,NA,29-Mar-95,ALKY,NA
T05,1,NA,29-Mar-95,ALUMINIUM,NA
T05,1,NA,29-Mar-95,CALCIUM,5.896
T05,1,NA,29-Mar-95,CHLORIDE,13.608
T05,1,NA,29-Mar-95,CONDY,NA
T05,1,NA,29-Mar-95,DOC,NA
T05,1,NA,29-Mar-95,IRON,NA
T03,1,22-Mar-95,29-Mar-95,DEPTH,10
T03,1,22-Mar-95,29-Mar-95,MAXTMP,9
T03,1,22-Mar-95,29-Mar-95,MINTMP,3
T03,1,22-Mar-95,29-Mar-95,NEWMASS,0
T03,1,22-Mar-95,29-Mar-95,PERCDEAD,5
T03,1,22-Mar-95,29-Mar-95,SURFAREA,5.6
T03,2,NA,29-Mar-95,DEPTH,6
T03,2,NA,29-Mar-95,MAXTMP,9
T03,2,NA,29-Mar-95,MINTMP,3
T03,2,NA,29-Mar-95,NEWMASS,NA
T03,2,NA,29-Mar-95,PERCDEAD,0
T03,2,NA,29-Mar-95,PH1,5.5
T03,2,NA,29-Mar-95,PH2,5.6
T03,2,NA,29-Mar-95,PH3,5.7
T03,2,NA,29-Mar-95,Q1,172
T03,2,NA,29-Mar-95,SPAWNDATE,29-Mar-95
T03,2,NA,29-Mar-95,SURFAREA,1
T05,1,22-Mar-95,29-Mar-95,DEPTH,18
T05,1,22-Mar-95,29-Mar-95,MAXTMP,12
T05,1,22-Mar-95,29-Mar-95,MINTMP,4
T05,1,NA,29-Mar-95,MAGNESIUM,1.972
T05,1,NA,29-Mar-95,NH4N,0.203
T03,1,NA,29-Mar-95,PH1,5.1
T03,1,NA,29-Mar-95,PH2,5.5
T03,1,NA,29-Mar-95,PH3,5.7
T06,1,23-Mar-95,29-Mar-95,MAXTMP,20
T09,1,NA,02-Apr-95,HATCHDATE,02-Apr-95
T02,1,NA,03-Apr-95,PH2,4.2
T02,1,NA,03-Apr-95,PH3,4.1
T02,1,NA,03-Apr-95,SPAWNDATE,03-Apr-95
T02,1,NA,03-Apr-95,SURFAREA,0.3
T02,1,NA,03-Apr-95,DEPTH,33
T02,1,NA,03-Apr-95,MAXTMP,12
T02,1,NA,03-Apr-95,MINTMP,1
T02,1,NA,03-Apr-95,NEWMASS,1
T02,1,NA,03-Apr-95,PERCDEAD,0
T02,2,NA,03-Apr-95,SURFAREA,1.2
T02,2,NA,03-Apr-95,DEPTH,57
T02,2,NA,03-Apr-95,MAXTMP,13
T02,2,NA,03-Apr-95,MINTMP,1
T02,2,NA,03-Apr-95,NEWMASS,11
T02,2,NA,03-Apr-95,PERCDEAD,1
T02,2,NA,03-Apr-95,PH1,5.6
T02,2,NA,03-Apr-95,PH2,5.6
T02,2,NA,03-Apr-95,PH3,5.4
T02,2,NA,03-Apr-95,Q1,171
T02,2,NA,03-Apr-95,Q2,173
T02,2,NA,03-Apr-95,SPAWNDATE,03-Apr-95
T02,1,NA,03-Apr-95,PH1,4.2
T03,2,NA,05-Apr-95,PH2,5.8
T03,2,NA,05-Apr-95,PH3,5.7
T03,2,NA,05-Apr-95,Q1,172
T03,2,29-Mar-95,05-Apr-95,DEPTH,5
T03,2,29-Mar-95,05-Apr-95,MAXTMP,12
T03,2,29-Mar-95,05-Apr-95,MINTMP,2
T03,2,29-Mar-95,05-Apr-95,NEWMASS,0
T03,2,29-Mar-95,05-Apr-95,PERCDEAD,0
T03,2,29-Mar-95,05-Apr-95,SURFAREA,1
T04,1,NA,05-Apr-95,NEWMASS,0
T04,1,NA,05-Apr-95,PERCDEAD,0
T04,1,NA,05-Apr-95,SURFAREA,0
T04,2,NA,05-Apr-95,CONGDATE,05-Apr-95
T04,2,NA,05-Apr-95,NEWMASS,0
T04,2,NA,05-Apr-95,PERCDEAD,0
T04,2,NA,05-Apr-95,SURFAREA,0
T04,3,NA,05-Apr-95,NEWMASS,0
T04,3,NA,05-Apr-95,PERCDEAD,0
T04,3,NA,05-Apr-95,SURFAREA,0
T04,4,NA,05-Apr-95,CONGDATE,05-Apr-95
T04,4,NA,05-Apr-95,DEPTH,77.6
T04,4,NA,05-Apr-95,MAXTMP,NA
T04,4,NA,05-Apr-95,MINTMP,NA
T04,4,NA,05-Apr-95,NEWMASS,0
T04,4,NA,05-Apr-95,PERCDEAD,0
T04,4,NA,05-Apr-95,SURFAREA,0
T05,1,29-Mar-95,05-Apr-95,DEPTH,15
T05,1,29-Mar-95,05-Apr-95,MAXTMP,14
T05,1,29-Mar-95,05-Apr-95,MINTMP,6
T09,1,29-Mar-95,05-Apr-95,DEPTH,15
T09,1,29-Mar-95,05-Apr-95,MAXTMP,18
T09,1,29-Mar-95,05-Apr-95,MINTMP,5
T09,1,NA,05-Apr-95,PH1,7.3
T09,1,NA,05-Apr-95,PH2,7.4
T09,1,NA,05-Apr-95,PH3,7.3
T02,1,03-Apr-95,05-Apr-95,NEWMASS,0
T02,1,03-Apr-95,05-Apr-95,PERCDEAD,1
T02,1,03-Apr-95,05-Apr-95,SURFAREA,0.3
T02,2,03-Apr-95,05-Apr-95,NEWMASS,0
T02,2,03-Apr-95,05-Apr-95,PERCDEAD,1
T02,2,03-Apr-95,05-Apr-95,SURFAREA,1.2
T03,1,29-Mar-95,05-Apr-95,PERCDEAD,5
T03,1,29-Mar-95,05-Apr-95,SURFAREA,5.6
T03,1,NA,05-Apr-95,HATCHDATE,05-Apr-95
T03,1,NA,05-Apr-95,PH1,5.8
T03,1,NA,05-Apr-95,PH2,5.9
T03,1,NA,05-Apr-95,PH3,5.9
T03,1,NA,05-Apr-95,Q1,172
T03,1,29-Mar-95,05-Apr-95,DEPTH,10
T03,1,29-Mar-95,05-Apr-95,MAXTMP,12
T03,1,29-Mar-95,05-Apr-95,MINTMP,2
T03,1,29-Mar-95,05-Apr-95,NEWMASS,0
T03,2,NA,05-Apr-95,PH1,6.2
T06,1,29-Mar-95,06-Apr-95,SURFAREA,0.2
T06,1,NA,06-Apr-95,HATCHDATE,06-Apr-95
T06,1,NA,06-Apr-95,PH1,7.5
T06,1,NA,06-Apr-95,PH2,7.7
T06,1,29-Mar-95,06-Apr-95,DEPTH,8.5
T06,1,29-Mar-95,06-Apr-95,NEWMASS,1
T06,1,29-Mar-95,06-Apr-95,PERCDEAD,0
T06,1,29-Mar-95,06-Apr-95,MINTMP,11
T06,1,29-Mar-95,06-Apr-95,MAXTMP,18
T06,1,NA,06-Apr-95,PH3,7.6
T02,2,05-Apr-95,07-Apr-95,NEWMASS,0
T02,2,05-Apr-95,07-Apr-95,PERCDEAD,1
T02,2,05-Apr-95,07-Apr-95,SURFAREA,1.2
T02,1,05-Apr-95,07-Apr-95,NEWMASS,1
T02,1,05-Apr-95,07-Apr-95,PERCDEAD,1
T02,1,05-Apr-95,07-Apr-95,SURFAREA,0.4
T02,2,NA,10-Apr-95,PH2,5.5
T02,2,NA,10-Apr-95,PH1,5.3
T02,2,07-Apr-95,10-Apr-95,SURFAREA,1.2
T02,2,07-Apr-95,10-Apr-95,PERCDEAD,2
T02,2,07-Apr-95,10-Apr-95,NEWMASS,0
T02,2,03-Apr-95,10-Apr-95,MINTMP,2
T02,2,03-Apr-95,10-Apr-95,MAXTMP,11
T02,2,03-Apr-95,10-Apr-95,DEPTH,55
T02,1,NA,10-Apr-95,PH3,4.1
T02,1,NA,10-Apr-95,PH2,4.3
T02,1,NA,10-Apr-95,PH1,4.1
T02,1,07-Apr-95,10-Apr-95,SURFAREA,0.4
T02,1,07-Apr-95,10-Apr-95,PERCDEAD,2
T02,2,NA,10-Apr-95,PH3,5.6
T02,1,03-Apr-95,10-Apr-95,MINTMP,5
T02,1,03-Apr-95,10-Apr-95,MAXTMP,10
T02,1,03-Apr-95,10-Apr-95,DEPTH,39
T02,1,07-Apr-95,10-Apr-95,NEWMASS,0
T02,1,10-Apr-95,12-Apr-95,NEWMASS,0
T02,1,10-Apr-95,12-Apr-95,PERCDEAD,2
T02,1,10-Apr-95,12-Apr-95,SURFAREA,0.4
T02,2,10-Apr-95,12-Apr-95,NEWMASS,0
T02,2,10-Apr-95,12-Apr-95,PERCDEAD,2
T02,2,10-Apr-95,12-Apr-95,SURFAREA,1.2
T03,1,05-Apr-95,12-Apr-95,DEPTH,10
T03,1,05-Apr-95,12-Apr-95,MAXTMP,19
T03,1,NA,12-Apr-95,PH1,5.3
T03,1,NA,12-Apr-95,PH2,5.3
T03,1,NA,12-Apr-95,PH3,5.5
T03,1,05-Apr-95,12-Apr-95,MINTMP,5
T03,2,NA,12-Apr-95,HATCHDATE,12-Apr-95
T03,2,NA,12-Apr-95,PH1,6
T03,2,NA,12-Apr-95,PH2,6.1
T03,2,NA,12-Apr-95,PH3,6.2
T03,2,NA,12-Apr-95,Q1,172
